,Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
104,IDA total,IDA,CO2 emissions (kt),EN.ATM.CO2E.KT,534788.502,551808.762,553930.065,567117.216,592905.074,612770.277,635301.368,654584.076,670367.091,664004.488,701380.837,723366.179,721138.932,735404.045,762898.801,780176.282,836549.31,889032.189,901983.48,938114.916
105,IDA blend,IDB,CO2 emissions (kt),EN.ATM.CO2E.KT,355718.266,364074.72,358226.44,360374.33,376088.73,375718.42,385632.89,387556.23,393884.71,380255.15,399814.97,410401.47,397107.22,413877.81,424024.34,424959.05,453442.37,472435.41,467305.27,485043.37
106,Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,280645.1,302064.2,305642.4,333887.5,341244.7,342147.9,364466.9,379956.5,376137.7,391082.6,415516.5,475314.4,481506.1,447942.0,483911.9,488548.0,482508.0,517323.6,576991.5,619840.7
107,IDA only,IDX,CO2 emissions (kt),EN.ATM.CO2E.KT,179070.236,187734.042,195703.625,206742.886,216816.344,237051.857,249668.478,267027.846,276482.381,283749.338,301565.867,312964.709,324031.712,321526.235,338874.461,355217.232,383106.94,416596.779,434678.21,453071.546
108,Isle of Man,IMN,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,
109,India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,937858.7,953537.6,985453.6,1011771.0,1085667.0,1136467.0,1215206.0,1336737.0,1424383.0,1564881.0,1659983.0,1756744.0,1909443.0,1972430.0,2147108.0,2158024.0,2195249.0,2320405.0,2451927.0,2456301.0
110,Not classified,INX,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,
111,Ireland,IRL,CO2 emissions (kt),EN.ATM.CO2E.KT,42533.5,44815.3,43929.8,44086.8,44687.6,46650.5,47263.3,46355.8,45780.1,40564.6,40188.5,36681.3,37127.9,35709.3,35525.3,37063.0,38824.8,37778.5,37661.7,35750.9
112,"Iran, Islamic Rep.",IRN,CO2 emissions (kt),EN.ATM.CO2E.KT,340453.4,354065.9,369873.4,389774.0,417657.4,450792.6,484175.8,514139.9,523045.3,542294.2,541168.0,552047.8,559119.1,583700.1,605352.8,599180.4,607211.9,626423.1,637429.0,630014.4
113,Iraq,IRQ,CO2 emissions (kt),EN.ATM.CO2E.KT,87630.0,97552.8,91164.3,81277.6,88107.7,85127.4,82957.5,76649.6,88135.7,94204.9,108549.6,113039.1,129003.3,139102.6,134044.8,133168.4,142232.6,155082.6,163150.1,174558.5
114,Iceland,ISL,CO2 emissions (kt),EN.ATM.CO2E.KT,2225.44,2163.29,2243.77,2226.41,2319.29,2289.35,2333.65,2382.97,2182.63,2108.0,1959.124,1888.35,1859.9,2031.8,2047.5,2057.5,1630.7,1672.5,1695.8,1636.3
115,Israel,ISR,CO2 emissions (kt),EN.ATM.CO2E.KT,56997.3,57952.5,61080.6,62925.5,63159.9,61012.4,64331.0,66597.9,66708.0,65727.7,70520.3,69822.8,76063.2,67002.5,64717.8,66142.0,64980.2,65613.7,61076.7,62650.3
116,Italy,ITA,CO2 emissions (kt),EN.ATM.CO2E.KT,436296.6,436571.4,443473.1,462197.8,472404.8,473831.8,466654.5,459371.1,444984.5,397057.1,405272.3,396687.4,376747.2,346458.3,327498.0,337862.1,333344.8,329193.3,324884.2,317238.6
117,Jamaica,JAM,CO2 emissions (kt),EN.ATM.CO2E.KT,10065.0,10083.0,10248.1,10593.7,10571.8,10563.5,12059.6,12023.1,9619.0,7879.4,7476.7,7532.6,6959.0,7402.3,7191.3,7088.7,7573.9,7218.7,8611.0,8394.4
118,Jordan,JOR,CO2 emissions (kt),EN.ATM.CO2E.KT,16268.1,16250.9,16873.5,17309.8,18580.9,19869.0,20167.0,21090.3,20009.0,20665.0,20196.8,20756.3,24123.3,23803.7,25553.1,25309.1,24824.0,26153.8,24777.0,24627.5
119,Japan,JPN,CO2 emissions (kt),EN.ATM.CO2E.KT,1182607.0,1170384.0,1206595.0,1214947.0,1209849.0,1212821.0,1189524.0,1225069.0,1158222.0,1100984.0,1156480.0,1213515.0,1253614.0,1262775.0,1217119.0,1179445.0,1167792.0,1155235.0,1116153.0,1081572.0
120,Kazakhstan,KAZ,CO2 emissions (kt),EN.ATM.CO2E.KT,120149.7,117441.2,131064.2,146139.1,158026.5,169214.3,185296.0,198389.5,242035.0,213614.3,229700.1,245452.6,244596.7,260013.3,209227.8,190726.9,202152.6,214582.5,216604.8,212107.9
121,Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,8320.4,7614.8,7420.9,6528.7,7436.0,8324.6,9298.9,9367.8,9910.4,11708.7,12640.8,13034.5,12150.0,14103.7,15148.9,17214.1,19113.3,18984.0,17493.8,22281.7
122,Kyrgyz Republic,KGZ,CO2 emissions (kt),EN.ATM.CO2E.KT,4670.6,3966.7,4968.7,5585.8,5557.6,5302.5,5320.8,6469.7,7507.6,6761.9,6352.7,7623.8,10057.7,9379.5,9707.6,10267.6,9700.8,9429.2,11247.7,10046.7
123,Cambodia,KHM,CO2 emissions (kt),EN.ATM.CO2E.KT,1963.0,2152.6,2210.9,2378.2,2377.8,2657.5,2963.0,3660.73,4055.5,4745.0,5140.8,5363.7,5673.9,5737.6,6947.2,8432.6,11066.4,12686.4,14578.0,16177.4
124,Kiribati,KIR,CO2 emissions (kt),EN.ATM.CO2E.KT,34.8,33.1,42.1,44.9,53.0,69.2,74.2,60.8,63.0,57.7,53.9,53.9,57.5,63.9,60.6,62.1,67.8,87.2,86.6,86.9
125,St. Kitts and Nevis,KNA,CO2 emissions (kt),EN.ATM.CO2E.KT,190.6,206.1,234.3,227.1,235.9,219.6,231.9,246.2,246.0,702.8,241.3,278.6,339.7,227.5,228.7,238.0,245.0,243.5,245.8,248.8
126,"Korea, Rep.",KOR,CO2 emissions (kt),EN.ATM.CO2E.KT,456657.0,471532.6,463004.7,465698.9,485909.6,481002.1,487852.1,503693.8,514924.5,526639.5,575215.7,598480.8,600316.3,599601.4,588088.6,607827.1,615882.2,626626.8,630638.3,610788.5
127,Kuwait,KWT,CO2 emissions (kt),EN.ATM.CO2E.KT,49835.1,53186.0,55590.7,58117.2,61914.2,69906.9,72434.3,70596.3,75844.2,77651.6,80723.1,83288.9,85314.2,87361.6,85573.7,89020.2,91549.3,90727.0,91387.5,92648.2
128,Latin America & Caribbean (excluding high income),LAC,CO2 emissions (kt),EN.ATM.CO2E.KT,1037668.12,1038513.16,1037722.76,1059424.16,1105922.06,1138732.96,1175969.47,1219912.68,1250110.89,1213991.17,1295874.87,1353852.47,1403061.07,1443431.77,1460987.729,1461886.07,1429698.126,1419135.47,1387745.27,1382372.47
129,Lao PDR,LAO,CO2 emissions (kt),EN.ATM.CO2E.KT,903.07,997.81,1105.48,1151.44,1211.21,1257.28,1642.8,1734.3,2048.2,2537.5,2877.1,3043.0,3271.9,4160.8,4344.5,8875.9,15702.2,19054.5,19357.8,18709.9
130,Lebanon,LBN,CO2 emissions (kt),EN.ATM.CO2E.KT,15672.8,16890.9,16836.2,17414.9,17879.3,17278.9,16233.7,15039.6,18646.0,21902.7,20864.3,21175.1,23470.1,23244.5,25151.0,27014.1,27811.5,29321.5,27788.1,27946.5
131,Liberia,LBR,CO2 emissions (kt),EN.ATM.CO2E.KT,428.21,453.77,448.46,479.987,562.57,672.0,689.55,642.27,543.16,537.64,733.26,852.68,953.35,915.81,1217.8,1259.9,1410.29,1278.7,1127.9,1182.0
132,Libya,LBY,CO2 emissions (kt),EN.ATM.CO2E.KT,44717.8,44450.8,45590.2,48924.3,48462.2,52992.3,52919.0,49389.3,53269.4,56398.4,59553.5,41949.4,57625.6,58610.5,58001.8,51327.1,50951.0,55160.9,56621.5,56795.7
133,St. Lucia,LCA,CO2 emissions (kt),EN.ATM.CO2E.KT,385.9,421.9,433.4,445.8,448.7,443.5,475.7,482.5,494.7,1365.4,534.5,591.1,751.8,507.1,506.6,502.0,506.4,532.1,529.2,535.7
134,Latin America & Caribbean,LCN,CO2 emissions (kt),EN.ATM.CO2E.KT,1244541.62,1249614.36,1254608.26,1275256.66,1331924.46,1376350.86,1418773.47,1465016.28,1508990.99,1480316.07,1571025.97,1635370.32,1709809.69,1751625.34,1760580.399,1750122.04,1706938.396,1685605.44,1645654.54,1627955.44
135,Least developed countries: UN classification,LDC,CO2 emissions (kt),EN.ATM.CO2E.KT,109389.126,116832.692,121535.815,132589.786,139755.224,146944.257,156176.578,166068.846,175982.721,191211.788,208006.167,219572.709,230840.112,249205.235,267820.172,281559.802,303687.24,324294.079,340498.21,357629.646
136,Low income,LIC,CO2 emissions (kt),EN.ATM.CO2E.KT,119544.156,124732.782,122721.715,125051.906,128574.384,135637.747,140227.098,130935.336,140424.871,128466.188,133273.827,126831.309,131912.912,123197.245,133191.402,134502.552,146259.99,173113.359,177711.49,186170.626
137,Liechtenstein,LIE,CO2 emissions (kt),EN.ATM.CO2E.KT,216.849,214.66,220.008,229.34,229.372,228.953,231.075,200.738,219.474,205.331,190.782,176.737,185.271,192.495,161.176,159.621,149.547,155.279,142.307,148.4
138,Sri Lanka,LKA,CO2 emissions (kt),EN.ATM.CO2E.KT,10928.9,10848.0,11385.2,12412.3,12868.2,13984.4,12404.9,13591.6,12810.7,12291.4,13071.8,15423.5,16847.0,14478.2,17599.4,20362.6,21926.6,23361.2,21691.3,23782.4
139,Lower middle income,LMC,CO2 emissions (kt),EN.ATM.CO2E.KT,2726228.896,2813314.66,2887651.27,3013698.94,3155462.44,3268057.79,3440075.84,3659293.33,3785129.2,3933238.9,4140107.69,4369751.21,4569556.79,4665721.99,4937489.61,4997235.49,5114645.59,5347258.26,5644589.36,5781102.76
140,Low & middle income,LMY,CO2 emissions (kt),EN.ATM.CO2E.KT,10135894.085,10455711.84,10858004.934,11738669.729,12728152.192,13645628.887,14578448.438,15469395.466,15950505.451,16362279.708,17587387.897,18776767.786,19332471.667,19899537.694,20177044.363,20029682.494,20159080.108,20731840.431,21489779.61,21890932.346
141,Lesotho,LSO,CO2 emissions (kt),EN.ATM.CO2E.KT,394.0,397.9,406.0,405.7,425.7,431.5,426.2,438.1,459.2,526.3,546.5,573.4,622.5,608.6,605.1,649.8,689.3,696.3,731.4,769.8
142,Late-demographic dividend,LTE,CO2 emissions (kt),EN.ATM.CO2E.KT,6787145.793,7028454.978,7350415.219,8074847.993,8882030.778,9659350.79,10398954.28,11034589.58,11372446.95,11662388.78,12645160.544,13612161.15,13929326.17,14412085.53,14405020.029,14279465.58,14283286.07,14585141.21,15093685.87,15423250.77
143,Lithuania,LTU,CO2 emissions (kt),EN.ATM.CO2E.KT,10514.2,11153.6,11221.7,11230.6,11914.3,12827.3,13017.3,13208.1,13064.5,11691.3,12603.7,11845.1,11926.5,11329.6,10863.6,11068.6,11202.4,11222.0,11652.5,11730.3
144,Luxembourg,LUX,CO2 emissions (kt),EN.ATM.CO2E.KT,8556.7,9118.5,9818.3,10241.6,11659.8,11912.9,11717.2,11114.4,11022.5,10442.8,11034.9,10903.8,10692.2,10153.0,9648.0,9134.2,8853.4,8997.8,9318.1,9489.2
145,Latvia,LVA,CO2 emissions (kt),EN.ATM.CO2E.KT,6929.57,7357.2,7352.2,7593.2,7616.5,7715.0,8199.9,8531.8,8105.9,7364.1,8518.1,7897.3,7570.7,7452.4,7282.3,7315.9,7145.3,7116.7,7785.2,7569.2
146,"Macao SAR, China",MAC,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,
147,St. Martin (French part),MAF,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,
148,Morocco,MAR,CO2 emissions (kt),EN.ATM.CO2E.KT,32876.5,36273.0,37470.0,37251.1,40993.0,43579.9,44997.4,46353.8,48633.4,48752.9,51755.9,55942.7,58076.0,57592.2,58691.7,60411.5,60316.0,63522.7,64963.7,71479.0
149,Monaco,MCO,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,
150,Moldova,MDA,CO2 emissions (kt),EN.ATM.CO2E.KT,6709.6,7017.8,7182.4,7765.4,7775.9,8175.6,7975.1,8139.2,8150.0,7638.1,8295.1,8344.5,8137.3,7181.5,7712.2,8020.6,8143.0,8064.0,8540.0,8859.4
151,Madagascar,MDG,CO2 emissions (kt),EN.ATM.CO2E.KT,1654.02,1669.04,1121.93,1553.4,1645.54,1709.64,1637.09,1723.1,1780.34,1686.22,1869.8,2193.89,2741.74,2930.23,3010.62,3284.62,3181.72,3473.25,3350.17,4120.47
152,Maldives,MDV,CO2 emissions (kt),EN.ATM.CO2E.KT,462.8,482.0,615.4,529.4,746.6,721.3,874.8,866.5,870.5,911.8,958.3,1008.1,1140.9,1131.9,1368.2,1373.8,1756.7,1858.9,2103.4,2109.6
153,Middle East & North Africa,MEA,CO2 emissions (kt),EN.ATM.CO2E.KT,1325786.4,1391556.82,1442196.88,1494838.61,1578374.6,1683311.0,1780325.5,1862356.9,1974793.9,2038892.6,2127519.7,2171031.9,2292633.6,2338335.09,2414316.57,2451462.35,2476246.45,2515907.72,2500809.92,2544021.02
154,Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,379176.1,378830.7,386004.7,404692.3,414102.1,432187.5,448302.9,457121.2,459548.3,448372.7,462869.7,478403.7,486454.5,475737.7,462240.4,471632.9,473314.9,471578.7,452567.1,449266.1
155,Marshall Islands,MHL,CO2 emissions (kt),EN.ATM.CO2E.KT,102.9,106.5,116.3,114.2,128.5,136.8,138.3,141.4,133.2,136.6,140.1,140.5,138.6,142.7,145.5,150.1,175.6,179.5,179.0,179.5
156,Middle income,MIC,CO2 emissions (kt),EN.ATM.CO2E.KT,9976256.229,10290247.658,10693924.319,11567153.123,12550562.308,13449696.14,14373378.54,15269709.23,15736769.28,16163100.22,17386846.97,18591897.517,19154564.195,19740954.109,20013657.101,19881546.782,20000358.958,20543115.612,21301110.56,21693966.56
157,North Macedonia,MKD,CO2 emissions (kt),EN.ATM.CO2E.KT,8756.6,8923.4,8370.3,9137.0,8839.3,9233.5,9219.3,9698.2,9479.1,8867.9,8644.6,9516.2,9048.1,8144.3,7699.4,7405.9,7296.1,7787.9,7302.4,8302.6
158,Mali,MLI,CO2 emissions (kt),EN.ATM.CO2E.KT,1406.3,1610.0,1397.8,1398.0,1475.0,1649.8,1890.5,2069.0,2084.7,2511.6,2783.6,3122.6,3106.1,3217.5,3376.0,3652.2,4666.3,5178.7,5473.7,5833.8
159,Malta,MLT,CO2 emissions (kt),EN.ATM.CO2E.KT,2129.2,2489.1,2318.4,2608.0,2598.0,2626.4,2650.6,2715.6,2724.3,2509.9,2586.6,2573.1,2715.6,2371.5,2356.3,1657.1,1352.3,1521.2,1552.5,1658.6
160,Myanmar,MMR,CO2 emissions (kt),EN.ATM.CO2E.KT,9440.5,8351.8,8302.1,10486.6,10150.0,10721.6,9973.6,10392.7,7898.2,7494.1,8131.3,8692.9,11964.0,13595.7,17038.0,19037.2,21860.8,32495.9,32942.3,36718.2
161,Middle East & North Africa (excluding high income),MNA,CO2 emissions (kt),EN.ATM.CO2E.KT,812782.0,853578.3,872119.3,898149.5,954546.5,1027772.9,1078466.7,1120899.1,1164638.0,1207075.9,1231140.6,1238150.2,1297676.6,1325875.89,1358050.77,1348722.15,1366702.25,1425953.82,1455582.12,1473175.92
162,Montenegro,MNE,CO2 emissions (kt),EN.ATM.CO2E.KT,1520.843,1667.268,1766.249,1889.193,2041.278,2004.8,2179.3,2098.4,2693.3,1747.5,2584.2,2535.9,2331.6,2267.3,2218.4,2359.1,2150.7,2267.0,2500.3,2601.1
163,Mongolia,MNG,CO2 emissions (kt),EN.ATM.CO2E.KT,8996.67,8970.4,9604.46,9312.16,9561.28,11058.15,12419.2,13021.5,12974.4,13638.49,14311.1,15729.4,17141.5,18384.13,18122.0,17300.6,18172.8,19575.5,21545.7,23074.1
164,Northern Mariana Islands,MNP,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,
165,Mozambique,MOZ,CO2 emissions (kt),EN.ATM.CO2E.KT,1426.9,1411.5,1570.9,1904.6,1910.0,1709.1,1861.0,2230.7,2238.7,2494.3,2680.6,3351.7,3679.1,4204.7,4861.6,5516.6,7282.0,7207.2,6948.1,7495.1
166,Mauritania,MRT,CO2 emissions (kt),EN.ATM.CO2E.KT,1267.5,1404.6,1549.0,1478.1,1639.1,1507.8,1727.1,1987.1,1899.5,2354.2,2402.2,2463.2,2729.3,2594.8,2902.6,3558.2,3262.5,3485.7,3685.2,3949.1
167,Mauritius,MUS,CO2 emissions (kt),EN.ATM.CO2E.KT,2431.9,2565.6,2612.6,2748.6,2770.3,2961.8,3304.2,3395.2,3466.8,3423.3,3661.8,3639.0,3725.0,3818.0,3949.4,3960.9,4035.5,4174.4,4133.9,4173.7
168,Malawi,MWI,CO2 emissions (kt),EN.ATM.CO2E.KT,712.67,684.29,682.12,747.32,768.45,763.08,784.05,830.14,960.86,981.15,885.7,929.52,946.96,976.33,846.8,925.0,1124.2,1187.06,1384.0,1453.7
169,Malaysia,MYS,CO2 emissions (kt),EN.ATM.CO2E.KT,124355.8,129458.6,136377.9,144488.9,158271.9,167419.3,174100.8,189938.7,202905.5,181928.6,200220.9,202740.2,205809.7,223662.4,236653.4,236537.3,235963.3,227617.9,244407.3,253266.5
170,North America,NAC,CO2 emissions (kt),EN.ATM.CO2E.KT,6290023.2,6254879.0,6117379.5,6203534.9,6274704.4,6302526.8,6193607.7,6307952.2,6108849.8,5677743.0,5929120.2,5722881.5,5502266.1,5647760.9,5668891.0,5549409.8,5451330.6,5387452.4,5555395.0,5397931.8
171,Namibia,NAM,CO2 emissions (kt),EN.ATM.CO2E.KT,1942.3,2459.7,2128.6,2265.8,2379.6,2525.5,2534.7,2619.7,2949.3,3019.5,3129.6,3326.4,3526.8,3785.2,3948.3,4198.4,4126.9,4266.5,4225.1,4216.0
172,New Caledonia,NCL,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,
173,Niger,NER,CO2 emissions (kt),EN.ATM.CO2E.KT,667.17,665.63,696.66,760.67,794.29,759.56,753.94,819.96,863.94,1084.57,1371.24,1405.04,1894.88,1967.19,2146.137,2112.76,2108.56,1913.56,1953.25,2148.95
174,Nigeria,NGA,CO2 emissions (kt),EN.ATM.CO2E.KT,97218.4,101948.5,92240.1,100997.8,98727.6,98721.6,88769.9,81124.6,86933.9,76949.2,90057.1,94998.0,95336.5,108133.4,114832.0,107762.8,110833.9,108497.8,109885.2,115278.1
175,Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,3768.0,3925.5,4062.9,4562.7,4531.9,4338.7,4547.6,4696.3,4503.0,4394.5,4513.2,4766.2,4686.0,4473.3,4758.6,5271.2,5379.7,5475.4,5114.0,5236.1
176,Netherlands,NLD,CO2 emissions (kt),EN.ATM.CO2E.KT,162096.7,167116.1,167429.4,170362.8,172116.5,167926.0,163702.7,164550.6,165221.9,160488.3,171110.5,158768.0,157473.4,157090.2,149793.4,157410.6,158535.4,155757.8,151363.1,146341.0
177,Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,34293.6,34717.8,34366.3,37169.9,37340.3,36351.3,37195.5,37746.8,36871.5,37425.5,41413.7,39601.6,38490.0,39503.6,39113.4,39495.0,38764.5,37716.6,37593.4,35946.4
178,Nepal,NPL,CO2 emissions (kt),EN.ATM.CO2E.KT,3221.0,3464.6,2786.7,3021.8,2809.6,3188.6,2616.1,2693.6,2994.9,3882.8,4640.9,5199.2,5997.8,6087.8,7132.2,7186.2,10411.7,12483.3,15190.8,13448.2
179,Nauru,NRU,CO2 emissions (kt),EN.ATM.CO2E.KT,88.1,80.7,78.1,68.8,69.0,72.0,48.8,44.3,42.3,40.2,42.5,40.0,41.9,47.4,51.1,55.9,63.2,67.3,64.0,64.2
180,New Zealand,NZL,CO2 emissions (kt),EN.ATM.CO2E.KT,29455.0,31618.8,31543.1,33397.6,32836.1,34232.2,34265.9,33270.5,34165.4,31169.7,31049.3,30290.7,32107.4,31885.5,31970.7,32281.2,31185.7,32927.4,32355.4,34008.7
181,OECD members,OED,CO2 emissions (kt),EN.ATM.CO2E.KT,12878241.01,12898067.39,12793557.87,13020400.61,13149425.99,13187638.25,13119460.95,13287284.07,12953674.53,12192586.9,12682233.924,12454190.05,12277870.8,12334447.0,12103220.8,12040561.9,11968697.7,11942139.3,11979096.9,11610594.1
182,Oman,OMN,CO2 emissions (kt),EN.ATM.CO2E.KT,25114.0,28031.2,29970.9,31699.1,31255.6,31013.0,39186.1,42261.4,41313.5,43594.2,47075.6,53619.5,60548.4,63014.3,66385.5,70130.6,72126.3,71926.0,75603.6,76026.8
183,Other small states,OSS,CO2 emissions (kt),EN.ATM.CO2E.KT,97077.723,100243.028,105836.519,113825.653,117427.498,124779.08,134294.53,143943.26,150755.45,146961.56,158866.954,166441.827,172362.105,178752.699,185560.132,184698.962,187952.562,189655.832,188580.02,190277.02
184,Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,98374.1,99837.2,102325.6,105663.5,118650.6,121672.7,132480.2,146256.3,142164.2,145137.9,140618.6,141700.0,143809.1,146063.7,154235.2,164132.3,181113.3,198828.7,187313.6,190570.8
185,Panama,PAN,CO2 emissions (kt),EN.ATM.CO2E.KT,5282.7,6216.5,5410.0,5525.3,5609.5,7116.4,7490.3,7484.3,7297.5,8698.5,9190.6,9994.1,10461.6,10252.3,10758.1,10699.1,10768.7,10128.6,10058.4,13344.2
186,Peru,PER,CO2 emissions (kt),EN.ATM.CO2E.KT,28634.3,26537.3,27731.1,27157.8,31237.2,31291.9,30843.8,33808.4,38292.6,41170.6,44998.5,48427.5,48120.7,49752.0,53167.9,54553.7,56860.4,54274.3,54590.0,56746.3
187,Philippines,PHL,CO2 emissions (kt),EN.ATM.CO2E.KT,72104.9,70482.2,71571.1,73633.1,75139.8,76669.7,69466.0,73223.2,75147.3,76295.5,81932.4,82625.2,86183.1,95504.2,101822.5,111005.4,121960.7,133500.4,138568.0,145418.6
188,Palau,PLW,CO2 emissions (kt),EN.ATM.CO2E.KT,211.8,216.1,217.5,216.0,234.6,260.9,253.1,238.8,212.9,203.5,213.7,211.6,221.3,221.8,219.8,206.1,249.2,256.1,250.9,251.7
189,Papua New Guinea,PNG,CO2 emissions (kt),EN.ATM.CO2E.KT,2828.7,3388.1,3612.6,4077.0,4947.0,4929.4,4778.1,5045.2,4759.4,5025.1,5018.8,5156.7,4890.8,5239.7,5887.2,6511.2,7664.4,7609.7,7559.2,7582.0
190,Poland,POL,CO2 emissions (kt),EN.ATM.CO2E.KT,295774.4,293627.4,287320.3,297730.8,301854.0,301353.0,314093.0,313375.4,308325.3,297260.3,313739.1,310593.6,303351.4,298304.4,285730.0,289077.4,299802.4,312863.9,311910.1,295132.2
191,Pre-demographic dividend,PRE,CO2 emissions (kt),EN.ATM.CO2E.KT,261725.547,278528.352,265416.352,266925.693,278515.781,282019.354,277764.638,267636.239,294379.105,300788.811,339684.4,356206.047,377467.13,407325.63,417197.337,421370.82,440319.06,448713.26,463890.32,489880.07
192,Puerto Rico,PRI,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,
193,"Korea, Dem. People's Rep.",PRK,CO2 emissions (kt),EN.ATM.CO2E.KT,71822.9,74385.1,71198.0,72737.2,74322.7,77588.2,78939.1,65633.8,72831.5,55361.9,51620.8,37098.9,38483.4,27629.1,31225.3,25102.5,29998.3,54287.0,50528.3,56042.4
194,Portugal,PRT,CO2 emissions (kt),EN.ATM.CO2E.KT,61661.2,61383.6,65604.9,60523.6,62128.8,65473.8,60448.0,58797.6,56844.4,56299.6,50937.3,49867.9,48220.3,46555.2,45931.1,49851.9,48757.4,53331.0,49504.6,44638.6
195,Paraguay,PRY,CO2 emissions (kt),EN.ATM.CO2E.KT,3524.3,3614.8,3775.4,3937.6,3973.7,3698.5,3954.6,3720.5,4323.2,4567.9,5043.3,5218.0,5177.4,5301.2,5628.0,6367.5,7182.1,8061.6,8472.2,8213.7
196,West Bank and Gaza,PSE,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,
197,Pacific island small states,PSS,CO2 emissions (kt),EN.ATM.CO2E.KT,1964.88,2234.72,2102.34,2305.03,2810.53,2752.29,2804.33,2674.91,2268.82,2324.99,2512.02,2476.2,2409.07,2570.3,2746.44,2817.45,3245.37,3446.01,3417.27,3427.47
198,Post-demographic dividend,PST,CO2 emissions (kt),EN.ATM.CO2E.KT,12211411.5,12254040.4,12139104.7,12350145.4,12436057.1,12431313.8,12318691.2,12450203.1,12109455.2,11326908.4,11783272.3,11537424.15,11331135.22,11396009.47,11143265.87,11004118.17,10897681.77,10802508.47,10874680.07,10525699.37
199,French Polynesia,PYF,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,
200,Qatar,QAT,CO2 emissions (kt),EN.ATM.CO2E.KT,28664.9,28649.5,32495.1,34743.1,37073.3,38535.7,43771.4,49833.3,53042.7,54066.6,60584.3,68192.9,75078.9,76171.4,81664.2,84776.3,86919.8,87540.2,86416.9,91967.4
201,Romania,ROU,CO2 emissions (kt),EN.ATM.CO2E.KT,89021.6,95230.0,93739.2,98144.4,95345.7,94714.2,99260.6,96734.7,95421.4,80711.5,77617.3,84064.9,81847.0,72093.7,71542.1,73317.5,71588.2,74210.7,75193.7,73948.3
202,Russian Federation,RUS,CO2 emissions (kt),EN.ATM.CO2E.KT,1563847.0,1567174.0,1565336.0,1609999.0,1600980.0,1611984.0,1654853.0,1658151.0,1655193.0,1546668.0,1617829.0,1699085.0,1675757.0,1632681.0,1611961.0,1592560.0,1571518.0,1594551.0,1661001.0,1703590.0
203,Rwanda,RWA,CO2 emissions (kt),EN.ATM.CO2E.KT,542.955,557.73,557.763,549.213,555.203,552.123,552.52,579.017,564.656,589.137,604.777,678.492,748.092,813.665,863.125,984.592,1163.59,1192.259,1287.43,1332.816
204,South Asia,SAS,CO2 emissions (kt),EN.ATM.CO2E.KT,1073470.46,1094914.338,1131275.95,1163506.947,1252593.837,1310618.041,1401572.66,1540230.69,1628666.39,1777055.27,1877355.99,1984016.59,2143953.73,2207441.25,2396856.14,2429987.39,2491075.93,2642032.98,2768790.38,2784077.53
205,Saudi Arabia,SAU,CO2 emissions (kt),EN.ATM.CO2E.KT,249656.5,254085.8,272252.7,284830.1,299891.0,315294.9,335436.2,354619.4,389715.4,406528.6,446133.4,463765.6,492468.1,503214.7,540521.2,565191.2,561230.9,545070.8,521256.8,523778.5
206,Sudan,SDN,CO2 emissions (kt),EN.ATM.CO2E.KT,5690.74,6254.93,7713.9,7931.9,8827.8,10496.0,12897.05,13963.4,14953.16,15480.7,16421.0,15923.7,15796.7,15216.3,16115.1,18708.1,21130.8,20961.6,20861.9,20622.8
207,Senegal,SEN,CO2 emissions (kt),EN.ATM.CO2E.KT,4063.7,4455.4,4579.6,4486.4,5390.2,5666.2,5569.4,6202.1,6436.1,6666.2,7026.2,7571.4,7454.6,8013.0,8572.0,9285.5,10132.8,9800.8,10176.6,10616.6
208,Singapore,SGP,CO2 emissions (kt),EN.ATM.CO2E.KT,42117.5,42031.3,41290.8,38157.7,39618.8,36901.4,37171.6,38286.0,38423.6,38831.8,42413.6,44766.9,43692.3,43912.3,44398.5,45431.9,46100.8,49141.3,47397.0,47378.6
