,Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
209,Solomon Islands,SLB,CO2 emissions (kt),EN.ATM.CO2E.KT,235.7,246.1,258.0,269.3,308.3,339.1,336.4,335.3,323.2,331.7,341.1,354.2,354.4,390.2,344.0,311.9,357.3,354.7,356.4,357.5
210,Sierra Leone,SLE,CO2 emissions (kt),EN.ATM.CO2E.KT,332.4,441.6,496.7,549.0,531.5,446.0,590.4,502.9,519.1,517.2,559.4,735.3,860.2,1038.9,1146.6,907.8,932.5,939.5,855.2,898.9
211,El Salvador,SLV,CO2 emissions (kt),EN.ATM.CO2E.KT,5631.6,5868.6,5935.3,6510.2,6676.8,6836.3,7235.0,7629.0,6909.8,6676.8,6539.2,6778.7,6771.6,6455.8,6592.2,7001.5,7171.6,6383.7,6810.4,7797.8
212,San Marino,SMR,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,
213,Somalia,SOM,CO2 emissions (kt),EN.ATM.CO2E.KT,485.3,508.5,570.0,575.9,576.3,580.0,581.5,623.2,618.3,613.8,630.4,632.9,629.7,654.5,651.0,650.7,658.3,658.6,659.2,693.7
214,Serbia,SRB,CO2 emissions (kt),EN.ATM.CO2E.KT,43985.4,45002.8,48581.2,52145.0,56345.3,50685.1,53009.0,51463.6,49825.9,46874.8,47103.9,51230.2,45790.2,46472.5,38958.7,45389.2,46621.2,47339.3,46127.3,45946.1
215,Sub-Saharan Africa (excluding high income),SSA,CO2 emissions (kt),EN.ATM.CO2E.KT,497377.182,542270.294,545502.685,577012.999,608185.677,613372.766,613941.078,628416.056,670253.891,648221.238,694730.617,693146.426,720945.497,758315.954,788865.184,771895.034,783959.432,791659.351,801187.47,823174.756
216,South Sudan,SSD,CO2 emissions (kt),EN.ATM.CO2E.KT,459.821,529.084,674.322,753.349,951.984,912.013,998.668,1173.199,1239.105,1290.671,1313.25,1281.212,1418.6,1453.1,1526.0,1969.4,1730.2,1515.6,1547.5,1703.3
217,Sub-Saharan Africa,SSF,CO2 emissions (kt),EN.ATM.CO2E.KT,497670.082,542593.294,545854.385,577354.499,608568.077,613754.366,614329.978,628820.256,670671.291,648669.038,695173.717,693554.826,721371.897,758731.454,789332.184,772406.734,784535.532,792239.551,801768.57,823786.656
218,Small states,SST,CO2 emissions (kt),EN.ATM.CO2E.KT,127776.023,132966.908,139551.019,151000.243,155751.888,164572.73,177987.53,188200.75,192150.36,197187.92,199991.144,209652.707,216835.125,221831.279,228408.931,226829.412,228470.488,229489.242,229874.79,231556.09
219,Sao Tome and Principe,STP,CO2 emissions (kt),EN.ATM.CO2E.KT,53.4,53.4,58.2,65.7,74.4,79.9,81.7,81.7,88.4,93.7,102.7,100.5,119.4,122.2,120.2,124.5,129.5,135.1,138.1,145.4
220,Suriname,SUR,CO2 emissions (kt),EN.ATM.CO2E.KT,1480.42,1520.56,1115.66,1233.96,1392.96,1687.26,1529.27,1411.28,1455.49,1446.77,1744.87,1952.73,2441.63,2289.81,2620.0,2724.1,2954.886,2495.63,2206.03,2648.93
221,Slovak Republic,SVK,CO2 emissions (kt),EN.ATM.CO2E.KT,38072.2,38577.0,38065.4,38331.2,37430.5,38518.3,37873.3,37190.3,37097.2,33908.9,35432.2,34116.9,32347.1,32920.4,30438.1,30753.7,31500.7,33579.0,33003.3,31076.3
222,Slovenia,SVN,CO2 emissions (kt),EN.ATM.CO2E.KT,14541.7,15380.1,15524.6,15413.0,15699.6,15916.5,16293.7,16283.4,17360.1,15509.2,15777.2,15700.8,15123.6,14548.1,13112.7,13139.7,13903.0,14123.7,14072.9,13599.8
223,Sweden,SWE,CO2 emissions (kt),EN.ATM.CO2E.KT,53277.5,52497.3,54023.7,55202.7,53593.3,50206.2,48896.3,47136.3,46149.2,42879.2,48130.9,44578.2,42138.6,40536.0,39084.6,39192.4,38782.4,38291.8,36013.1,35001.7
224,Eswatini,SWZ,CO2 emissions (kt),EN.ATM.CO2E.KT,692.6,610.8,615.9,627.8,630.9,656.0,650.6,664.2,628.5,699.3,653.2,657.3,683.8,751.3,749.0,765.0,843.3,886.2,914.9,963.0
225,Sint Maarten (Dutch part),SXM,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,
226,Seychelles,SYC,CO2 emissions (kt),EN.ATM.CO2E.KT,292.9,323.0,351.7,341.5,382.4,381.6,388.9,404.2,417.4,447.8,443.1,408.4,426.4,415.5,467.0,511.7,576.1,580.2,581.1,611.9
227,Syrian Arab Republic,SYR,CO2 emissions (kt),EN.ATM.CO2E.KT,44400.9,44728.8,44267.2,44378.6,46364.2,57220.3,60213.8,63604.5,65275.9,60696.7,61090.6,56917.3,47027.4,30702.8,26610.1,25266.9,26342.7,29340.8,27390.5,25714.2
228,Turks and Caicos Islands,TCA,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,
229,Chad,TCD,CO2 emissions (kt),EN.ATM.CO2E.KT,292.7,343.8,401.5,449.6,446.0,475.2,509.3,500.1,544.0,790.7,1240.4,1096.065,1857.03,2186.26,2260.3,2385.7,2207.27,2146.0,2190.8,2247.7
230,East Asia & Pacific (IDA & IBRD countries),TEA,CO2 emissions (kt),EN.ATM.CO2E.KT,4065427.72,4287060.43,4601494.98,5260630.03,6025969.52,6754581.62,7395042.93,8002764.54,8233178.92,8756927.18,9596618.62,10473518.8,10767215.47,11226825.53,11322340.84,11245346.75,11278712.67,11559196.01,12105564.37,12435631.17
231,Europe & Central Asia (IDA & IBRD countries),TEC,CO2 emissions (kt),EN.ATM.CO2E.KT,2980270.203,2973131.318,3000110.559,3124766.793,3124980.298,3140554.6,3269524.2,3324572.0,3356346.16,3101967.95,3250905.6,3410714.5,3363785.2,3297474.3,3192278.0,3125795.7,3167264.0,3244125.6,3323982.9,3322126.1
232,Togo,TGO,CO2 emissions (kt),EN.ATM.CO2E.KT,1269.0,1178.1,1344.2,1833.8,1778.2,1748.1,1569.6,1503.7,1568.8,2824.7,2630.1,2515.6,2235.8,1749.0,1588.5,1825.6,2300.0,2068.9,2311.1,2365.4
233,Thailand,THA,CO2 emissions (kt),EN.ATM.CO2E.KT,164491.4,173156.6,184243.9,191925.5,210189.9,217766.8,219883.7,224591.7,227583.7,220260.1,234378.3,233598.5,250676.0,260700.9,256796.0,264002.3,261595.2,258815.5,257051.7,267089.1
234,Tajikistan,TJK,CO2 emissions (kt),EN.ATM.CO2E.KT,2200.97,2150.05,2133.81,2175.1,2597.02,2471.2,2686.5,3267.8,3041.06,2405.15,2446.9,2564.2,3015.2,3195.1,4583.6,4904.8,6094.3,7367.6,8677.1,9417.6
235,Turkmenistan,TKM,CO2 emissions (kt),EN.ATM.CO2E.KT,38507.6,39123.1,41410.8,46350.3,49365.3,50592.6,51916.6,58482.4,59279.8,52386.8,59175.1,65454.3,69014.7,70224.3,71401.2,73398.4,73337.5,73122.0,73053.1,72866.8
236,Latin America & the Caribbean (IDA & IBRD countries),TLA,CO2 emissions (kt),EN.ATM.CO2E.KT,1212722.42,1218615.56,1224411.26,1245864.26,1302941.86,1346507.36,1388425.57,1433739.48,1478261.19,1442553.77,1539279.27,1603448.47,1675448.77,1718505.37,1730098.929,1717432.07,1676431.326,1656011.67,1614905.57,1597958.47
237,Timor-Leste,TLS,CO2 emissions (kt),EN.ATM.CO2E.KT,0.0,0.0,168.9,167.8,196.6,208.0,204.7,204.6,210.1,234.2,242.9,251.2,299.5,458.3,529.9,524.7,601.6,613.8,613.5,615.4
238,Middle East & North Africa (IDA & IBRD countries),TMN,CO2 emissions (kt),EN.ATM.CO2E.KT,812782.0,853578.3,872119.3,898149.5,954546.5,1027772.9,1078466.7,1120899.1,1164638.0,1207075.9,1231140.6,1238150.2,1297676.6,1325875.89,1358050.77,1348722.15,1366702.25,1425953.82,1455582.12,1473175.92
239,Tonga,TON,CO2 emissions (kt),EN.ATM.CO2E.KT,103.0,94.8,101.9,123.7,126.4,134.8,149.3,128.0,127.3,137.4,117.2,106.9,109.0,115.1,114.5,115.8,152.0,184.0,162.4,162.9
240,South Asia (IDA & IBRD),TSA,CO2 emissions (kt),EN.ATM.CO2E.KT,1073470.46,1094914.338,1131275.95,1163506.947,1252593.837,1310618.041,1401572.66,1540230.69,1628666.39,1777055.27,1877355.99,1984016.59,2143953.73,2207441.25,2396856.14,2429987.39,2491075.93,2642032.98,2768790.38,2784077.53
241,Sub-Saharan Africa (IDA & IBRD countries),TSS,CO2 emissions (kt),EN.ATM.CO2E.KT,497670.082,542593.294,545854.385,577354.499,608568.077,613754.366,614329.978,628820.256,670671.291,648669.038,695173.717,693554.826,721371.897,758731.454,789332.184,772406.734,784535.532,792239.551,801768.57,823786.656
242,Trinidad and Tobago,TTO,CO2 emissions (kt),EN.ATM.CO2E.KT,10204.6,11621.0,12678.4,15452.9,16104.5,17590.2,20062.4,20496.2,20023.3,19043.0,21455.8,22255.1,21518.9,22208.6,22036.1,21334.6,18310.7,18246.6,17779.0,17186.7
243,Tunisia,TUN,CO2 emissions (kt),EN.ATM.CO2E.KT,20697.1,21573.3,21705.5,21496.0,22480.5,22972.0,23896.6,24745.2,25251.3,25293.8,27518.0,26344.1,27787.2,27849.8,29952.9,30476.2,29606.4,29957.0,29886.5,29908.4
244,Turkiye,TUR,CO2 emissions (kt),EN.ATM.CO2E.KT,216396.5,197771.1,208107.6,219158.6,224601.2,235003.0,261083.6,288967.8,287195.0,287827.2,297114.0,317721.2,328877.8,318168.6,340641.5,351593.8,374589.0,415898.2,411731.9,396842.9
245,Tuvalu,TUV,CO2 emissions (kt),EN.ATM.CO2E.KT,8.0,9.9,9.2,8.6,9.1,9.7,12.2,14.2,9.6,10.7,9.9,10.2,9.8,8.8,10.1,8.0,9.1,10.5,11.0,11.0
246,Tanzania,TZA,CO2 emissions (kt),EN.ATM.CO2E.KT,2946.4,3128.3,3565.8,3763.2,5075.3,5660.0,6052.1,5909.7,6079.3,5925.4,6913.0,8187.4,9867.3,10806.7,10713.4,11688.0,11196.4,11834.7,12004.4,12454.0
247,Uganda,UGA,CO2 emissions (kt),EN.ATM.CO2E.KT,1297.6,1303.9,1486.2,1567.2,1629.6,2024.0,2399.5,2868.2,2971.8,3357.3,3332.0,3744.2,3777.1,3694.3,4112.2,4715.2,4948.1,5172.4,5862.9,5862.1
248,Ukraine,UKR,CO2 emissions (kt),EN.ATM.CO2E.KT,297376.8,300552.9,303940.8,330228.5,307135.6,295405.2,303989.4,312141.5,301195.3,251616.6,268924.6,283342.4,277110.2,270268.6,237728.6,191067.7,201655.3,174938.3,185623.7,174731.8
249,Upper middle income,UMC,CO2 emissions (kt),EN.ATM.CO2E.KT,7250027.333,7476932.998,7806273.049,8553454.183,9395099.868,10181638.35,10933302.7,11610415.9,11951640.08,12229861.32,13246739.28,14222146.307,14585007.405,15075232.119,15076167.491,14884311.292,14885713.368,15195857.352,15656521.2,15912863.8
250,Uruguay,URY,CO2 emissions (kt),EN.ATM.CO2E.KT,5458.5,4946.3,4530.6,4486.1,5459.9,5415.8,6332.1,5854.7,7750.1,7665.9,6283.8,7605.9,8517.7,7357.6,6500.4,6640.6,6524.3,6103.8,6544.1,6490.1
251,United States,USA,CO2 emissions (kt),EN.ATM.CO2E.KT,5775808.0,5748263.0,5593026.0,5658993.0,5738287.0,5753494.0,5653082.0,5736320.0,5558380.0,5156427.0,5392112.0,5173595.0,4956058.0,5092102.0,5107214.0,4990709.0,4894503.0,4819370.0,4975307.0,4817719.0
252,Uzbekistan,UZB,CO2 emissions (kt),EN.ATM.CO2E.KT,123807.0,125697.9,129891.5,121908.3,124841.0,119191.1,127357.1,122580.7,128884.3,116532.6,126240.6,128633.8,113140.3,111856.6,104872.6,99174.3,105232.9,109531.4,112474.5,116707.2
253,St. Vincent and the Grenadines,VCT,CO2 emissions (kt),EN.ATM.CO2E.KT,163.7,204.5,228.4,234.2,245.7,247.9,251.0,269.8,254.9,885.8,246.0,265.0,357.1,226.6,267.9,246.9,255.7,225.6,252.9,256.1
254,"Venezuela, RB",VEN,CO2 emissions (kt),EN.ATM.CO2E.KT,131517.7,135801.2,140748.2,135770.8,139607.3,147375.0,147532.8,142389.2,151112.9,152587.1,164102.4,160040.6,181131.2,180425.3,179239.1,163129.7,151065.4,140822.4,132127.8,112341.6
255,British Virgin Islands,VGB,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,
256,Virgin Islands (U.S.),VIR,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,
257,Vietnam,VNM,CO2 emissions (kt),EN.ATM.CO2E.KT,51207.7,56722.4,66495.9,70903.8,85051.8,92368.7,94869.8,105137.5,117585.1,132290.0,151413.5,155973.4,155522.9,164297.5,180871.8,220654.1,223715.9,230446.8,285602.1,336491.8
258,Vanuatu,VUT,CO2 emissions (kt),EN.ATM.CO2E.KT,89.4,93.1,83.0,87.2,66.5,70.9,68.1,112.3,101.0,126.8,126.5,133.6,120.1,112.2,160.4,137.8,181.3,169.5,210.2,210.8
259,World,WLD,CO2 emissions (kt),EN.ATM.CO2E.KT,24271440.0,24639140.0,25000340.0,26127570.0,27345930.0,28370030.0,29306640.0,30414600.0,30635390.0,30236800.0,32084170.0,33063810.0,33445780.0,34107980.0,34229560.0,34076290.0,34144040.0,34689960.0,35476590.0,35512860.0
260,Samoa,WSM,CO2 emissions (kt),EN.ATM.CO2E.KT,148.8,162.8,170.5,169.5,188.5,206.1,196.0,199.1,169.5,175.5,191.4,195.1,197.4,197.3,209.3,238.2,295.7,306.8,294.5,295.4
261,Kosovo,XKX,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,
262,"Yemen, Rep.",YEM,CO2 emissions (kt),EN.ATM.CO2E.KT,15030.6,16065.3,16093.7,18699.7,19628.8,21105.7,21918.6,23270.3,24216.3,26568.8,25432.0,22950.2,21012.5,27825.1,27430.0,13552.2,10852.1,10013.8,9719.7,11095.0
263,South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,284662.1,320540.1,331324.8,353090.3,379994.6,377649.3,379787.5,397063.5,426739.7,404199.6,425307.0,409259.9,426782.7,436923.0,447927.2,424805.0,425141.2,435651.8,434345.2,439640.0
264,Zambia,ZMB,CO2 emissions (kt),EN.ATM.CO2E.KT,1807.2,1835.28,1922.95,2084.2,2106.2,2293.1,2177.5,1981.6,2185.9,2485.2,2656.9,3050.7,4030.3,4238.6,4686.0,4956.6,5315.3,6810.7,7731.0,6803.9
265,Zimbabwe,ZWE,CO2 emissions (kt),EN.ATM.CO2E.KT,13696.1,13897.3,12485.7,10177.6,9767.7,10513.1,9829.3,9764.7,7601.5,7754.3,9603.5,11409.6,12014.3,12284.0,12077.9,12432.8,11017.1,10335.5,12382.2,11759.9
